+-----+------+-------+-----+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  | year | month | day |     street      |                                                                                                       description                                                                                                        |
+-----+------+-------+-----+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| 295 | 2021 | 7     | 28  | Humphrey Street | Theft of the CS50 duck took place at 10:15am at the Humphrey Street bakery. Interviews were conducted today with three witnesses who were present at the time – each of their interview transcripts mentions the bakery. |
| 297 | 2021 | 7     | 28  | Humphrey Street | Littering took place at 16:36. No known witnesses.                                                                                                                                                                       |
+-----+------+-------+-----+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+-----+---------+------+-------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  |  name   | year | month | day |                                                                                                                                                     transcript                                                                                                                                                      |
+-----+---------+------+-------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| 161 | Ruth    | 2021 | 7     | 28  | Sometime within ten minutes of the theft, I saw the thief get into a car in the bakery parking lot and drive away. If you have security footage from the bakery parking lot, you might want to look for cars that left the parking lot in that time frame.                                                          |
| 162 | Eugene  | 2021 | 7     | 28  | I don't know the thief's name, but it was someone I recognized. Earlier this morning, before I arrived at Emma's bakery, I was walking by the ATM on Leggett Street and saw the thief there withdrawing some money.                                                                                                 |
| 163 | Raymond | 2021 | 7     | 28  | As the thief was leaving the bakery, they called someone who talked to them for less than a minute. In the call, I heard the thief say that they were planning to take the earliest flight out of Fiftyville tomorrow. The thief then asked the person on the other end of the phone to purchase the flight ticket. |
+-----+---------+------+-------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+----+-------------------+------------------------+------+-------+-----+------+--------+
| id | origin_airport_id | destination_airport_id | year | month | day | hour | minute |
+----+-------------------+------------------------+------+-------+-----+------+--------+
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     |
| 36 | 8                 | 4                      | 2021 | 7     | 29  | 8    | 20     |
| 43 | 8                 | 1                      | 2021 | 7     | 29  | 9    | 30     |
| 53 | 8                 | 9                      | 2021 | 7     | 29  | 15   | 20     |
+----+-------------------+------------------------+------+-------+-----+------+--------+
+--------+--------+----------------+-----------------+---------------+
|   id   |  name  |  phone_number  | passport_number | license_plate |
+--------+--------+----------------+-----------------+---------------+
| 395717 | Kenny  | (826) 555-1652 | 9878712108      | 30G67EN       |
| 398010 | Sofia  | (130) 555-0289 | 1695452385      | G412CB7       |
| 449774 | Taylor | (286) 555-6063 | 1988161715      | 1106N58       |
| 467400 | Luca   | (389) 555-5198 | 8496433585      | 4328GD8       |
| 560886 | Kelsey | (499) 555-9472 | 8294398571      | 0NTHK55       |
| 651714 | Edward | (328) 555-1152 | 1540955065      | 130LD9Z       |
| 686048 | Bruce  | (367) 555-5533 | 5773159633      | 94KL13X       |
| 953679 | Doris  | (066) 555-9701 | 7214083635      | M51FA04       |
+--------+--------+----------------+-----------------+---------------+
+-----+----------------+----------------+------+-------+-----+----------+
| id  |     caller     |    receiver    | year | month | day | duration |
+-----+----------------+----------------+------+-------+-----+----------+
| 221 | (130) 555-0289 | (996) 555-8899 | 2021 | 7     | 28  | 51       |
| 224 | (499) 555-9472 | (892) 555-8872 | 2021 | 7     | 28  | 36       |
| 233 | (367) 555-5533 | (375) 555-8161 | 2021 | 7     | 28  | 45       |
| 251 | (499) 555-9472 | (717) 555-1342 | 2021 | 7     | 28  | 50       |
| 254 | (286) 555-6063 | (676) 555-6554 | 2021 | 7     | 28  | 43       |
| 279 | (826) 555-1652 | (066) 555-9701 | 2021 | 7     | 28  | 55       |
+-----+----------------+----------------+------+-------+-----+----------+
+--------+--------+----------------+-----------------+---------------+
|   id   |  name  |  phone_number  | passport_number | license_plate |
+--------+--------+----------------+-----------------+---------------+
| 395717 | Kenny  | (826) 555-1652 | 9878712108      | 30G67EN       |
| 398010 | Sofia  | (130) 555-0289 | 1695452385      | G412CB7       |
| 449774 | Taylor | (286) 555-6063 | 1988161715      | 1106N58       |
| 560886 | Kelsey | (499) 555-9472 | 8294398571      | 0NTHK55       |
| 686048 | Bruce  | (367) 555-5533 | 5773159633      | 94KL13X       |
+--------+--------+----------------+-----------------+---------------+
+-------------+-----+------+-------+-----+------+--------+----------+---------------+--------+-------------+----------------+-----------------+---------------+
|    name     | id  | year | month | day | hour | minute | activity | license_plate |   id   |    name     |  phone_number  | passport_number | license_plate |
+-------------+-----+------+-------+-----+------+--------+----------+---------------+--------+-------------+----------------+-----------------+---------------+
| Pamela      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 205082 | Pamela      | (113) 555-7544 | 1050247273      | 5CIO816       |
| Jordan      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 210245 | Jordan      | (328) 555-9658 | 7951366683      | HW0488P       |
| Heather     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 210641 | Heather     | (502) 555-6712 | 4356447308      |               |
| Vanessa     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 221103 | Vanessa     | (725) 555-4692 | 2963008352      | 5P2BI95       |
| Ronald      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 222194 | Ronald      | (321) 555-6083 | 4959515588      | 9XPY28H       |
| Natalie     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 223936 | Natalie     |                | 6627121233      | F494C29       |
| Sean        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 225259 | Sean        | (867) 555-9103 | 4377966420      |               |
| Aaron       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 229076 | Aaron       | (420) 555-5821 | 9852889341      |               |
| Ernest      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 229572 | Ernest      | (789) 555-8833 | 6216255522      | C3S4W87       |
| Karen       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 230917 | Karen       | (841) 555-3728 | 5031682798      | IH61GO8       |
| Margaret    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 231387 | Margaret    | (068) 555-0183 | 1782675901      | 60563QT       |
| Gabriel     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 233575 | Gabriel     | (243) 555-7229 | 9747563214      | B49OR81       |
| Louis       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 242207 | Louis       | (749) 555-4874 | 5361280978      |               |
| Barry       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 243696 | Barry       | (301) 555-4174 | 7526138472      | 6P58WS2       |
| Abigail     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 250185 | Abigail     | (183) 555-7322 |                 | Q98UB5W       |
| James       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 250277 | James       | (676) 555-6554 | 2438825627      | Q13SVG6       |
| Larry       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 251693 | Larry       | (892) 555-8872 | 2312901747      | O268ZZ0       |
| Kristina    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 253397 | Kristina    | (918) 555-2946 | 6131360461      | P743G7C       |
| Virginia    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 255860 | Virginia    | (478) 555-1565 | 3866596772      |               |
| Austin      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 260099 | Austin      |                | 5140313594      | P160306       |
| Juan        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 265512 | Juan        | (337) 555-9411 | 7020183712      | 8BB36NX       |
| Cynthia     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 267176 | Cynthia     | (458) 555-8396 | 2169423415      |               |
| Albert      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 271242 | Albert      | (042) 555-1772 |                 | 673020C       |
| Laura       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 274388 | Laura       | (067) 555-4133 | 1801324150      | 4406M71       |
| Christina   | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 274893 | Christina   | (547) 555-8781 | 4322787338      | 79X5400       |
| Cheryl      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 279793 | Cheryl      | (450) 555-8297 |                 | VWJ25E5       |
| Eugene      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 280744 | Eugene      | (666) 555-5774 | 9584465633      | 47592FJ       |
| Martha      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 282425 | Martha      | (007) 555-2874 |                 | O784M2U       |
| Gerald      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 293512 | Gerald      |                | 8932594930      | X0Q6908       |
